Species ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Authority,Infraspecific rank,Infraspecific name,Infraspecific authority,Stock/subpopulation,Synonyms,Common names (Eng),Common names (Fre),Common names (Spa),Red List status,Red List criteria,Red List criteria version,Year assessed,Population trend,Petitioned
22696773,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,brasilianus,"(Gmelin, 1789)",,,,,"",Neotropical Cormorant,,,LC,,3.1,2012,increasing,N
22696840,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,campbelli,"(Filhol, 1878)",,,,,Leucocarbo campbelli campbelli,Campbell Shag,,,VU,D2,3.1,2012,stable,N
22696806,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,capensis,"(Sparrman, 1789)",,,,,"",Cape Cormorant,Cormoran du Cap,,EN,A2bc+3bc+4bc,3.1,2015,decreasing,N
22696799,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,capillatus,"(Temminck & Schlegel, 1850)",,,,,"",Japanese Cormorant,,,LC,,3.1,2012,unknown,N
22696792,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,carbo,"(Linnaeus, 1758)",,,,,"","Great Cormorant, Black Shag, Cormorant, White-breasted Cormorant",Grand Cormoran,,LC,,3.1,2012,increasing,N
22696846,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,carunculatus,"(Gmelin, 1789)",,,,,Leucocarbo carunculatus carunculatus,"Rough-faced Shag, Rough-faced Shag",,,VU,D1+2,3.1,2015,stable,N
22696853,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,chalconotus,"(Gray, 1845)",,,,,Leucocarbo chalconotus chalconotus,"Stewart Shag, Bronze Shag, Bronzed Shag",,,VU,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v);C2a(i)",3.1,2012,decreasing,N
22696869,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,colensoi,"Buller, 1888",,,,,Leucocarbo colensoi colensoi,"Auckland Shag, Auckland Island Shag",,,VU,D2,3.1,2012,stable,N
22696907,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,featherstoni,"Buller, 1873",,,,,Stictocarbo featherstoni featherstoni,Pitt Shag,,,EN,C1,3.1,2012,decreasing,N
22696770,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,fuscescens,"(Vieillot, 1817)",,,,,"",Black-faced Cormorant,,,LC,,3.1,2012,unknown,N
22696898,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,gaimardi,"(Lesson & Garnot, 1828)",,,,,"",Red-legged Cormorant,,,NT,,3.1,2012,decreasing,N
22696883,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,magellanicus,"(Gmelin, 1789)",,,,,"","Rock Shag, Magellan Cormorant",,,LC,,3.1,2012,unknown,N
22696766,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,neglectus,"(Wahlberg, 1855)",,,,,"",Bank Cormorant,Cormoran des bancs,,EN,A2ace+3ce+4ace,3.1,2015,decreasing,N
22696861,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,onslowi,"Forbes, 1893",,,,,Leucocarbo onslowi onslowi,"Chatham Shag, Chatham Shag, Chatham Island Shag",,,CR,"B2ab(ii,iii,iv,v)",3.1,2012,decreasing,N
22728950,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,pelagicus,"Pallas, 1811",,,,,"","Pelagic Cormorant, Resplendent cormorant, Baird's cormorant, Pelagic shag, Kenyon's Shag",cormoran pelagique,"Cormoran pelagico, Pato sargento",LC,,3.1,2012,decreasing,N
22696753,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,penicillatus,"(Brandt, 1837)",,,,,"","Brandt's Cormorant, Townsend's Cormorant, Pencilled Cormorant, Brown Cormorant, Tufted Cormorant",Cormoran de Brandt,Cormoran sargento,LC,,3.1,2012,decreasing,N
22696750,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,perspicillatus,"Pallas, 1811",,,,,"",Spectacled Cormorant,,,EX,,3.1,2015,,N
22696901,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,punctatus,"Sparrman, 1786",,,,,Stictocarbo punctatus punctatus,Spotted Shag,,,LC,,3.1,2012,unknown,N
22696876,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,ranfurlyi,"Ogilvie-Grant, 1901",,,,,Leucocarbo ranfurlyi ranfurlyi,"Bounty Shag, Bounty Island Shag",,,VU,D1+2,3.1,2012,stable,N
22696788,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,sulcirostris,"(Brandt, 1837)",,,,,"","Little Black Cormorant, Little Black Shag",,,LC,,3.1,2012,unknown,N
22696887,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,urile,"(Gmelin, 1789)",,,,,"",Red-faced Cormorant,,,LC,,3.1,2012,decreasing,N
22696782,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,varius,"(Gmelin, 1789)",,,,,"","Great Pied Cormorant, Pied Cormorant, Australian Pied Cormorant, Pied Shag",,,LC,,3.1,2012,unknown,N
22689735,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,CAPRIMULGIDAE,Phalaenoptilus,nuttallii,"(Audubon, 1844)",,,,,"",Common Poorwill,,,LC,,3.1,2012,increasing,N
136450,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,PHALANGERIDAE,Phalanger,mimicus,"Thomas, 1922",,,,,"","Southern Common Cuscus, Australian Cuscus",,,LC,,3.1,2016,decreasing,N
22693494,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Phalaropus,fulicarius,"(Linnaeus, 1758)",,,,,Phalaropus fulicaria fulicaria|Phalaropus fulicaria fulicaria|Phalaropus fulicaria fulicaria,"Red Phalarope, Grey Phalarope, Grey (Red) Phalarope",Phalarope à bec large,,LC,,3.1,2015,decreasing,N
22693490,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Phalaropus,lobatus,"(Linnaeus, 1758)",,,,,"",Red-necked Phalarope,Phalarope à bec étroit,,LC,,3.1,2012,decreasing,N
22696244,ANIMALIA,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE,Phalcoboenus,albogularis,"Gould, 1837",,,,,"",White-throated Caracara,,,LC,,3.1,2012,stable,N
22696247,ANIMALIA,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE,Phalcoboenus,australis,"(Gmelin, 1788)",,,,,"","Striated Caracara, Forster's Caracara",,"Matamico Estriado, Caracara Austral, Matamico Grande, Tiuque Cordillerano Austral",NT,,3.1,2012,stable,N
22696264,ANIMALIA,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE,Phalcoboenus,chimango,"(Vieillot, 1816)",,,,,Milvago chimango,Chimango Caracara,,,LC,,3.1,2012,increasing,N
22696241,ANIMALIA,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE,Phalcoboenus,megalopterus,"(Meyen, 1834)",,,,,"",Mountain Caracara,,,LC,,3.1,2012,stable,N
22690667,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Phaps,chalcoptera,"(Latham, 1790)",,,,,"",Common Bronzewing,,,LC,,3.1,2012,stable,N
22690670,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Phaps,elegans,"(Temminck, 1809)",,,,,"",Brush Bronzewing,,,LC,,3.1,2012,decreasing,N
22690673,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Phaps,histrionica,"(Gould, 1841)",,,,,"",Flock Bronzewing,,,LC,,3.1,2012,decreasing,N
22682732,ANIMALIA,CHORDATA,AVES,TROGONIFORMES,TROGONIDAE,Pharomachrus,antisianus,"(d'Orbigny, 1837)",,,,,"",Crested Quetzal,,,LC,,3.1,2012,stable,N
22682738,ANIMALIA,CHORDATA,AVES,TROGONIFORMES,TROGONIDAE,Pharomachrus,auriceps,"(Gould, 1842)",,,,,"",Golden-headed Quetzal,,,LC,,3.1,2012,stable,N
22682735,ANIMALIA,CHORDATA,AVES,TROGONIFORMES,TROGONIDAE,Pharomachrus,fulgidus,"(Gould, 1838)",,,,,"",White-tipped Quetzal,,,LC,,3.1,2012,stable,N
22682727,ANIMALIA,CHORDATA,AVES,TROGONIFORMES,TROGONIDAE,Pharomachrus,mocinno,"de la Llave, 1832",,,,,"","Resplendent Quetzal, Magnificent Quetzal",,Quetzal Centroamericano,NT,,3.1,2012,decreasing,N
22682741,ANIMALIA,CHORDATA,AVES,TROGONIFORMES,TROGONIDAE,Pharomachrus,pavoninus,"(Spix, 1824)",,,,,"",Pavonine Quetzal,,,LC,,3.1,2012,decreasing,N
16888,ANIMALIA,CHORDATA,MAMMALIA,DASYUROMORPHIA,DASYURIDAE,Phascogale,calura,"Gould, 1844",,,,,"","Red-tailed Phascogale, Red-tailed Wambenger",Petit Phascogale,,NT,,3.1,2008,decreasing,N
16889,ANIMALIA,CHORDATA,MAMMALIA,DASYUROMORPHIA,DASYURIDAE,Phascogale,pirata,"(Thomas, 1904)",,,,,Phascogale tapoatafa  |Phascogale tapoatafa subspecies pirata,"Northern Brush-tailed Phascogale, Brush-tailed Phascogale",Phascogale Pirate,,VU,C2a(i),3.1,2008,unknown,N
16890,ANIMALIA,CHORDATA,MAMMALIA,DASYUROMORPHIA,DASYURIDAE,Phascogale,tapoatafa,"(Meyer, 1793)",,,,,Phascogale tapoatafa subspecies tapoatafa,Brush-tailed Phascogale,Grand Phascogale,,NT,,3.1,2016,decreasing,N
16892,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,PHASCOLARCTIDAE,Phascolarctos,cinereus,"(Goldfuss, 1817)",,,,,Lipurus cinereus,Koala,,,VU,A2b+3bce+4bce,3.1,2016,decreasing,N
45100023,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Phasianus,colchicus,"(Linnaeus, 1758)",,,,,"",Common Pheasant,,,LC,,3.1,2015,decreasing,N
22732650,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Phasianus,versicolor,"Vieillot, 1825",,,,,"",Green Pheasant,,,LC,,3.1,2015,decreasing,N
55814,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Phasmahyla,cochranae,"(Bokermann, 1966)",,,,,"",,,,LC,,3.1,2004,decreasing,N
55815,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Phasmahyla,exilis,"(Cruz, 1980)",,,,,"",,,,LC,,3.1,2004,decreasing,N
55816,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Phasmahyla,guttata,"(A. Lutz, 1925)",,,,,"",,,,LC,,3.1,2004,decreasing,N
55817,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Phasmahyla,jandaia,"(Bokermann and Sazima, 1978)",,,,,"",,,,LC,,3.1,2010,stable,N
158477,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Phasmahyla,spectabilis,"Cruz, Feio & Nascimento, 2008",,,,,"",,,,DD,,3.1,2009,unknown,N
158478,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Phasmahyla,timbo,"Cruz, Napoli & Fonseca, 2008",,,,,"",,,,DD,,3.1,2009,unknown,N
12766,ANIMALIA,CHORDATA,MAMMALIA,PHOLIDOTA,MANIDAE,Phataginus,tetradactyla,"(Linnaeus, 1766)",,,,,Manis tetradactyla|Uromanis tetradactyla,"Black-bellied Pangolin, Long-tailed Pangolin","Pangolin à longue queue, Pangolin tétradactyle",Pangolín de Cola Larga,VU,A4d,3.1,2014,decreasing,N
12767,ANIMALIA,CHORDATA,MAMMALIA,PHOLIDOTA,MANIDAE,Phataginus,tricuspis,"(Rafinesque, 1821)",,,,,Manis tricuspis,"White-bellied Pangolin, African White-bellied Pangolin, Tree Pangolin, Three-cusped Pangolin","Pangolin à écailles tricuspides, Pangolin commun, Tricuspide",,VU,A4d,3.1,2014,decreasing,N
22693931,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE,Phegornis,mitchellii,"(Fraser, 1845)",,,,,"","Diademed Plover, Diademed Plover, Diademed Sandpiper-Plover",,,NT,,3.1,2015,decreasing,N
22700609,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Phelpsia,inornatus,"(Lawrence, 1869)",,,,,Conopias inornata inornata|Conopias inornatus |Phelpsia inornata ,White-bearded Flycatcher,,,LC,,3.1,2012,stable,N
42636,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Phenacomys,intermedius,"Merriam, 1889",,,,,"",Western Heather Vole,,,LC,,3.1,2008,stable,N
42637,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Phenacomys,ungava,"Merriam, 1889",,,,,"",Eastern Heather Vole,,,LC,,3.1,2008,stable,N
22723810,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CARDINALIDAE,Pheucticus,aureoventris,"(d'Orbigny & Lafresnaye, 1837)",,,,,"",Black-backed Grosbeak,,,LC,,3.1,2012,unknown,N
22723803,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CARDINALIDAE,Pheucticus,chrysogaster,"(Lesson, 1832)",,,,,"","Golden-bellied Grosbeak, Southern Yellow Grosbeak",,,LC,,3.1,2012,stable,N
22723799,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CARDINALIDAE,Pheucticus,chrysopeplus,"(Vigors, 1832)",,,,,"","Yellow Grosbeak, Mexican Yellow Grosbeak",,,LC,,3.1,2012,decreasing,N
22723813,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CARDINALIDAE,Pheucticus,ludovicianus,"(Linnaeus, 1766)",,,,,"",Rose-breasted Grosbeak,,,LC,,3.1,2012,decreasing,N
22723816,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CARDINALIDAE,Pheucticus,melanocephalus,"Swainson, 1827",,,,,"",Black-headed Grosbeak,,,LC,,3.1,2012,increasing,N
22724773,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,COTINGIDAE,Phibalura,flavirostris,"Vieillot, 1816",,,,,"",Swallow-tailed Cotinga,,,NT,,3.1,2013,decreasing,N
40515,ANIMALIA,CHORDATA,MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,Philander,andersoni,"(Osgood, 1913)",,,,,"","Anderson's Four-eyed Opossum, Black Four-eyed Opossum",Opossum noir,,LC,,3.1,2016,stable,N
136227,ANIMALIA,CHORDATA,MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,Philander,deltae,"Lew, Pérez-Hernández & Ventura, 2006",,,,,"","Deltaic Four-eyed Opossum , Delta Opossum ",,,LC,,3.1,2016,unknown,N
136375,ANIMALIA,CHORDATA,MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,Philander,frenatus,"Olfers, 1818",,,,,Philander frenata  ,Southeastern Four-eyed Opossum,,,LC,,3.1,2016,unknown,N
136501,ANIMALIA,CHORDATA,MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,Philander,mcilhennyi,"Gardner & Patton, 1972",,,,,"",Mcilhenny's Four-eyed Opossum,,,LC,,3.1,2015,unknown,N
136202,ANIMALIA,CHORDATA,MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,Philander,mondolfii,"Lew, Pérez-Hernández & Ventura, 2006",,,,,Philander mondolfi  ,Mondolfi's Four-eyed Opossum ,,,LC,,3.1,2016,unknown,N
40516,ANIMALIA,CHORDATA,MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,Philander,opossum,"(Linnaeus, 1758)",,,,,"","Gray Four-eyed Opossum, Guaiki",Opossum Gris Quatre-yeux,Comadreja De Cuatro Ojos,LC,,3.1,2016,stable,N
4142,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Philantomba,maxwellii,"(C.H. Smith, 1827)",,,,,Antilope maxwellii|Cephalophus maxwelli,Maxwell's Duiker,Céphalophe de Maxwell,,LC,,3.1,2016,decreasing,N
4143,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Philantomba,monticola,"(Thunberg, 1789)",,,,,Cephalophus monticola  ,Blue Duiker,Céphalophe bleu,Duiquero Azul,LC,,3.1,2016,decreasing,N
22704224,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Philemon,argenticeps,"(Gould, 1840)",,,,,"",Silver-crowned Friarbird,,,LC,,3.1,2012,stable,N
22704204,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Philemon,buceroides,"(Swainson, 1838)",,,,,"",Helmeted Friarbird,,,LC,,3.1,2012,stable,N
22704188,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Philemon,citreogularis,"(Gould, 1837)",,,,,"",Little Friarbird,,,LC,,3.1,2013,stable,N
22704227,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Philemon,corniculatus,"(Latham, 1790)",,,,,"",Noisy Friarbird,,,LC,,3.1,2012,stable,N
22704209,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Philemon,novaeguineae,"(Müller, 1843)",,,,,"","New Guinea Friarbird, Papuan Friarbird",,,LC,,3.1,2012,unknown,N
22708085,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CALLAEATIDAE,Philesturnus,carunculatus,"(Gmelin, 1789)",,,,,Creadion carunculatus carunculatus,Saddleback,,,NT,,3.1,2013,increasing,N
22718731,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERIDAE,Philetairus,socius,"(Latham, 1790)",,,,,"",Sociable Weaver,Moineau-tisserin sociable,,LC,,3.1,2012,stable,N
16997,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LIMNODYNASTIDAE,Philoria,frosti,"Spencer, 1901",,,,,"",Baw Baw Frog,,,CR,"A2ace; B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2b",3.1,2004,decreasing,N
54353,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LIMNODYNASTIDAE,Philoria,kundagungan,"(Ingram and Corben, 1975)",,,,,"","Mountain Frog, Red And Yellow Mountain Frog",,,EN,B1ab(iii),3.1,2004,decreasing,N
54354,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LIMNODYNASTIDAE,Philoria,loveridgei,"Parker, 1940",,,,,"",Loveridge's Frog,,,EN,B1ab(iii),3.1,2004,decreasing,N
57381,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LIMNODYNASTIDAE,Philoria,pughi,"Knowles, Mahony, Armstrong and Donnellan, 2004",,,,,"",,,,EN,B1ab(iii),3.1,2004,decreasing,N
57382,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LIMNODYNASTIDAE,Philoria,richmondensis,"Knowles, Mahony, Armstrong and Donnelan, 2004",,,,,"",,,,EN,B1ab(iii),3.1,2004,decreasing,N
54355,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LIMNODYNASTIDAE,Philoria,sphagnicolus,"(Moore, 1958)",,,,,"",Sphagnum Frog,,,EN,B1ab(iii),3.1,2004,decreasing,N
22679615,ANIMALIA,CHORDATA,AVES,GALLIFORMES,ODONTOPHORIDAE,Philortyx,fasciatus,"(Gould, 1844)",,,,,"",Banded Quail,,,LC,,3.1,2012,stable,N
22702866,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Philydor,atricapillus,"(Wied, 1821)",,,,,"",Black-capped Foliage-gleaner,,,LC,,3.1,2012,decreasing,N
22734184,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Philydor,erythrocercum,"(Pelzeln, 1859)",,,,,"",Rufous-rumped Foliage-gleaner,,,LC,,3.1,2012,stable,N
22702835,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Philydor,erythropterum,"(Sclater, 1856)",,,,,Philydor erythropterus |Philydor erythropterus |Philydor erythropterus ,Chestnut-winged Foliage-gleaner,,,LC,,3.1,2012,decreasing,N
22702855,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Philydor,lichtensteini,"Cabanis & Heine, 1859",,,,,"",Ochre-breasted Foliage-gleaner,,,LC,,3.1,2012,decreasing,N
22702869,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Philydor,novaesi,"Teixeira & Gonzaga, 1983",,,,,"",Alagoas Foliage-gleaner,,,CR,"B1ab(i,ii,iii,v);C2a(ii)",3.1,2015,decreasing,N
22702800,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Philydor,pyrrhodes,"(Cabanis, 1848)",,,,,"",Cinnamon-rumped Foliage-gleaner,,,LC,,3.1,2012,decreasing,N
22702792,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Philydor,ruficaudatum,"(D'Orbigny & Lafresnaye, 1838)",,,,,Philydor ruficaudatus |Philydor ruficaudatus |Philydor ruficaudatus ,Rufous-tailed Foliage-gleaner,,,LC,,3.1,2012,stable,N
22702858,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Philydor,rufum,"(Vieillot, 1818)",,,,,Philydor rufus |Philydor rufus |Philydor rufus ,Buff-fronted Foliage-gleaner,,,LC,,3.1,2012,stable,N
22697418,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,THRESKIORNITHIDAE,Phimosus,infuscatus,"(Lichtenstein, 1823)",,,,,"","Bare-faced Ibis, Whispering Ibis",,,LC,,3.1,2012,stable,N
22701960,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Phlegopsis,borbae,"Hellmayr, 1907",,,,,Phlegopsis borbae |Phlegopsis borbae borbae|Skutchia borbae ,"Pale-faced Antbird, Pale-faced Bare-eye",,,LC,,3.1,2012,decreasing,N
22701955,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Phlegopsis,erythroptera,"(Gould, 1855)",,,,,"",Reddish-winged Bare-eye,,,LC,,3.1,2012,stable,N
22701945,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Phlegopsis,nigromaculata,"(D'Orbigny & Lafresnaye, 1837)",,,,,"",Black-spotted Bare-eye,,,LC,,3.1,2012,decreasing,N
22702646,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Phleocryptes,melanops,"(Vieillot, 1817)",,,,,"",Wren-like Rushbird,,,LC,,3.1,2012,decreasing,N
56293,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Phlyctimantis,boulengeri,"Perret, 1986",,,,,"",,,,LC,,3.1,2013,unknown,N
17023,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Phoca,largha,"(Pallas, 1811)",,,,,"","Spotted Seal, Larga Seal",,,LC,,3.1,2016,unknown,N
17013,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Phoca,vitulina,"Linnaeus, 1758",,,,,"","Harbor Seal, Harbour Seal, Common Seal",Phoque veau-marin,Foca Moteada,LC,,3.1,2016,unknown,N
17026,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Phocarctos,hookeri,"(Peters, 1866)",,,,,"","New Zealand Sea Lion, New Zealand Sealion, Hooker's Sea Lion, Hooker's Sealion",,,EN,A4bd,3.1,2015,decreasing,N
41715,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHOCOENIDAE,Phocoena,dioptrica,"(Lahille, 1912)",,,,,Australophocaena dioptrica  |Australophocaena dioptrica  ,Spectacled Porpoise,"Marsouin De Lahille, Marsouin À Lunettes",Marsopa De Anteojos,DD,,3.1,2008,unknown,N
17027,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHOCOENIDAE,Phocoena,phocoena,"(Linnaeus, 1758)",,,,,Phocoena relicta  ,"Harbour Porpoise, Common Porpoise",Marsouin Commun,"Marsopa Común, Marsopa Común",LC,,3.1,2008,unknown,N
17028,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHOCOENIDAE,Phocoena,sinus,"Norris & McFarland, 1958",,,,,"","Vaquita, Gulf Porpoise, Gulf Of California Porpoise, Gulf Of California Harbour Porpoise, Cochito",Marsouin Du Golfe De Californie,,CR,A4d; C2a(ii),3.1,2008,decreasing,N
17029,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHOCOENIDAE,Phocoena,spinipinnis,"Burmeister, 1865",,,,,"","Burmeister's Porpoise, Black Porpoise",Marsouin De Burmeister,Marsopa Espinosa,DD,,3.1,2012,unknown,N
17032,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHOCOENIDAE,Phocoenoides,dalli,"(True, 1885)",,,,,Phocoenoides truei  ,Dall's Porpoise,Marsouin De Dall,Marsopa De Dall,LC,,3.1,2012,unknown,N
22727641,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,TYTONIDAE,Phodilus,badius,"(Horsfield, 1821)",,,,,"","Oriental Bay-owl, Oriental Bay Owl, Oriental Bay-Owl",,,LC,,3.1,2014,stable,N
17035,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Phodopus,campbelli,"(Thomas, 1905)",,,,,Phodopus crepidatus  |Phodopus sungorus subspecies tuvinicus,Campbell's Hamster,,,LC,,3.1,2008,stable,N
17036,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Phodopus,roborovskii,"(Satunin, 1903)",,,,,Phodopus bedfordiae  |Phodopus praedilectus  |Phodopus przewalskii  ,"Desert Hamster, Roborowski's Hamster",,,LC,,3.1,2008,stable,N
17037,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Phodopus,sungorus,"(Pallas, 1773)",,,,,"",Dzhungarian Hamster,,,LC,,3.1,2008,unknown,N
22698335,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Phoebastria,albatrus,"(Pallas, 1769)",,,,,Diomedea albatrus albatrus|Diomedea albatrus albatrus|Diomedea albatrus albatrus|Diomedea albatrus albatrus,Short-tailed Albatross,,,VU,D2,3.1,2015,increasing,N
22698365,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Phoebastria,immutabilis,"(Rothschild, 1893)",,,,,Diomedea immutabilis immutabilis|Diomedea immutabilis immutabilis,Laysan Albatross,,Albatros de Laysan,NT,,3.1,2013,stable,N
